0 4 -4 2  0 15.324799999999993 -0.010452000000000001
4 0 4 -2  0 15.324799999999993 -0.010452000000000001
0 4 1 2  0 15.324799999999993 -0.010452000000000001
4 0 -1 -2  0 15.324799999999993 -0.010452000000000001
0 4 4 1  0 15.324799999999993 -0.010452000000000001
4 0 -4 -1  0 15.324799999999993 -0.010452000000000001
0 4 -5 0  0 16.408799999999996 -0.35875999999999997
4 0 5 0  0 16.408799999999996 -0.35875999999999997
0 4 3 -3  0 16.408799999999996 -0.35875999999999997
4 0 -3 3  0 16.408799999999996 -0.35875999999999997
0 4 4 -3  0 16.408799999999996 -0.35875999999999997
4 0 -4 3  0 16.408799999999996 -0.35875999999999997
0 4 -5 2  0 16.932684210526315 -0.014121052631578949
4 0 5 -2  0 16.932684210526315 -0.014121052631578949
0 4 -4 -1  0 16.932684210526315 -0.014121052631578949
4 0 4 1  0 16.932684210526315 -0.014121052631578949
0 4 -2 -2  0 16.932684210526315 -0.014121052631578949
4 0 2 2  0 16.932684210526315 -0.014121052631578949
0 4 2 -3  0 16.932684210526315 -0.014121052631578949
4 0 -2 3  0 16.932684210526315 -0.014121052631578949
0 4 2 2  0 16.932684210526315 -0.014121052631578949
4 0 -2 -2  0 16.932684210526315 -0.014121052631578949
0 4 5 -3  0 16.932684210526315 -0.014121052631578949
4 0 -5 3  0 16.932684210526315 -0.014121052631578949
0 4 -6 1  0 17.93166666666667 0.0016333333333333332
4 0 6 -1  0 17.93166666666667 0.0016333333333333332
0 4 1 -3  0 17.93166666666667 0.0016333333333333332
4 0 -1 3  0 17.93166666666667 0.0016333333333333332
0 4 5 1  0 17.93166666666667 0.0016333333333333332
4 0 -5 -1  0 17.93166666666667 0.0016333333333333332
0 4 -6 0  0 19.005571428571432 0.003928571428571428
4 0 6 0  0 19.005571428571432 0.003928571428571428
0 4 -6 2  0 19.005571428571432 0.003928571428571428
4 0 6 -2  0 19.005571428571432 0.003928571428571428
0 4 -3 -2  0 19.005571428571432 0.003928571428571428
4 0 3 2  0 19.005571428571432 0.003928571428571428
0 4 -3 3  0 19.005571428571432 0.003928571428571428
4 0 3 -3  0 19.005571428571432 0.003928571428571428
0 4 -2 3  0 19.005571428571432 0.003928571428571428
4 0 2 -3  0 19.005571428571432 0.003928571428571428
0 4 0 -3  0 19.005571428571432 0.003928571428571428
4 0 0 3  0 19.005571428571432 0.003928571428571428
0 4 3 2  0 19.005571428571432 0.003928571428571428
4 0 -3 -2  0 19.005571428571432 0.003928571428571428
0 5 1 -1  0 2.99881818181818 -1.1366227272727274
5 0 -1 1  0 2.99881818181818 -1.1366227272727274
0 5 2 -1  0 2.99881818181818 -1.1366227272727274
5 0 -2 1  0 2.99881818181818 -1.1366227272727274
0 5 0 -1  0 5.108405940594055 -0.010045544554455449
5 0 0 1  0 5.108405940594055 -0.010045544554455449
0 5 0 0  0 5.108405940594055 -0.010045544554455449
5 0 0 0  0 5.108405940594055 -0.010045544554455449
0 5 1 0  0 5.108405940594055 -0.010045544554455449
5 0 -1 0  0 5.108405940594055 -0.010045544554455449
0 5 3 -1  0 5.108405940594055 -0.010045544554455449
5 0 -3 1  0 5.108405940594055 -0.010045544554455449
0 5 -1 0  0 6.598169811320757 -0.015447169811320742
5 0 1 0  0 6.598169811320757 -0.015447169811320742
0 5 2 0  0 6.598169811320757 -0.015447169811320742
5 0 -2 0  0 6.598169811320757 -0.015447169811320742
0 5 -1 -1  0 7.786979591836733 -0.003528571428571426
5 0 1 1  0 7.786979591836733 -0.003528571428571426
0 5 2 -2  0 7.786979591836733 -0.003528571428571426
5 0 -2 2  0 7.786979591836733 -0.003528571428571426
0 5 3 -2  0 7.786979591836733 -0.003528571428571426
5 0 -3 2  0 7.786979591836733 -0.003528571428571426
0 5 4 -1  0 7.786979591836733 -0.003528571428571426
5 0 -4 1  0 7.786979591836733 -0.003528571428571426
0 5 -2 0  0 8.841457627118642 -6.94915254237287e-05
5 0 2 0  0 8.841457627118642 -6.94915254237287e-05
0 5 1 -2  0 8.841457627118642 -6.94915254237287e-05
5 0 -1 2  0 8.841457627118642 -6.94915254237287e-05
0 5 3 0  0 8.841457627118642 -6.94915254237287e-05
5 0 -3 0  0 8.841457627118642 -6.94915254237287e-05
0 5 4 -2  0 8.841457627118642 -6.94915254237287e-05
5 0 -4 2  0 8.841457627118642 -6.94915254237287e-05
0 5 -2 -1  0 10.631259740259738 -0.0014948051948051918
5 0 2 1  0 10.631259740259738 -0.0014948051948051918
0 5 -1 1  0 10.631259740259738 -0.0014948051948051918
5 0 1 -1  0 10.631259740259738 -0.0014948051948051918
0 5 0 -2  0 10.631259740259738 -0.0014948051948051918
5 0 0 2  0 10.631259740259738 -0.0014948051948051918
0 5 0 1  0 10.631259740259738 -0.0014948051948051918
5 0 0 -1  0 10.631259740259738 -0.0014948051948051918
0 5 5 -2  0 10.631259740259738 -0.0014948051948051918
5 0 -5 2  0 10.631259740259738 -0.0014948051948051918
0 5 5 -1  0 10.631259740259738 -0.0014948051948051918
5 0 -5 1  0 10.631259740259738 -0.0014948051948051918
0 5 -3 0  0 11.423799999999996 0.00014307692307692323
5 0 3 0  0 11.423799999999996 0.00014307692307692323
0 5 -2 1  0 11.423799999999996 0.00014307692307692323
5 0 2 -1  0 11.423799999999996 0.00014307692307692323
0 5 1 1  0 11.423799999999996 0.00014307692307692323
5 0 -1 -1  0 11.423799999999996 0.00014307692307692323
0 5 4 0  0 11.423799999999996 0.00014307692307692323
5 0 -4 0  0 11.423799999999996 0.00014307692307692323
0 5 -3 1  0 12.852945945945944 -0.0013594594594594593
5 0 3 -1  0 12.852945945945944 -0.0013594594594594593
0 5 -1 -2  0 12.852945945945944 -0.0013594594594594593
5 0 1 2  0 12.852945945945944 -0.0013594594594594593
0 5 2 1  0 12.852945945945944 -0.0013594594594594593
5 0 -2 -1  0 12.852945945945944 -0.0013594594594594593
0 5 -3 -1  0 13.502818181818183 -0.008172727272727272
5 0 3 1  0 13.502818181818183 -0.008172727272727272
0 5 3 -3  0 13.502818181818183 -0.008172727272727272
5 0 -3 3  0 13.502818181818183 -0.008172727272727272
0 5 4 -3  0 13.502818181818183 -0.008172727272727272
5 0 -4 3  0 13.502818181818183 -0.008172727272727272
0 5 -4 0  0 14.137823529411765 -0.01548823529411765
5 0 4 0  0 14.137823529411765 -0.01548823529411765
0 5 2 -3  0 14.137823529411765 -0.01548823529411765
5 0 -2 3  0 14.137823529411765 -0.01548823529411765
0 5 5 -3  0 14.137823529411765 -0.01548823529411765
5 0 -5 3  0 14.137823529411765 -0.01548823529411765
0 5 5 0  0 14.137823529411765 -0.01548823529411765
5 0 -5 0  0 14.137823529411765 -0.01548823529411765
0 5 -4 1  0 14.745894736842107 -0.0016999999999999997
5 0 4 -1  0 14.745894736842107 -0.0016999999999999997
0 5 3 1  0 14.745894736842107 -0.0016999999999999997
5 0 -3 -1  0 14.745894736842107 -0.0016999999999999997
0 5 -2 -2  0 15.3058 0.0005
5 0 2 2  0 15.3058 0.0005
0 5 1 -3  0 15.3058 0.0005
5 0 -1 3  0 15.3058 0.0005
0 5 -4 -1  0 16.422640000000005 -0.1385240000000001
5 0 4 1  0 16.422640000000005 -0.1385240000000001
0 5 -2 2  0 16.422640000000005 -0.1385240000000001
5 0 2 -2  0 16.422640000000005 -0.1385240000000001
0 5 -1 2  0 16.422640000000005 -0.1385240000000001
5 0 1 -2  0 16.422640000000005 -0.1385240000000001
0 5 0 -3  0 16.422640000000005 -0.1385240000000001
5 0 0 3  0 16.422640000000005 -0.1385240000000001
0 5 -5 0  0 16.941514285714284 -0.005602857142857144
5 0 5 0  0 16.941514285714284 -0.005602857142857144
0 5 -5 1  0 16.941514285714284 -0.005602857142857144
5 0 5 -1  0 16.941514285714284 -0.005602857142857144
0 5 -3 2  0 16.941514285714284 -0.005602857142857144
5 0 3 -2  0 16.941514285714284 -0.005602857142857144
0 5 0 -3  0 16.941514285714284 -0.005602857142857144
5 0 0 3  0 16.941514285714284 -0.005602857142857144
0 5 0 2  0 16.941514285714284 -0.005602857142857144
5 0 0 -2  0 16.941514285714284 -0.005602857142857144
0 5 4 1  0 16.941514285714284 -0.005602857142857144
5 0 -4 -1  0 16.941514285714284 -0.005602857142857144
0 5 -4 2  0 17.94026666666667 -1.0532333333333335
5 0 4 -2  0 17.94026666666667 -1.0532333333333335
0 5 -3 -2  0 17.94026666666667 -1.0532333333333335
5 0 3 2  0 17.94026666666667 -1.0532333333333335
0 5 1 2  0 17.94026666666667 -1.0532333333333335
5 0 -1 -2  0 17.94026666666667 -1.0532333333333335
0 5 -6 0  0 19.33707692307692 -0.8703307692307694
5 0 6 0  0 19.33707692307692 -0.8703307692307694
0 5 -6 1  0 19.33707692307692 -0.8703307692307694
5 0 6 -1  0 19.33707692307692 -0.8703307692307694
0 5 -5 -1  0 19.33707692307692 -0.8703307692307694
5 0 5 1  0 19.33707692307692 -0.8703307692307694
0 5 -5 2  0 19.33707692307692 -0.8703307692307694
5 0 5 -2  0 19.33707692307692 -0.8703307692307694
0 5 -1 -3  0 19.33707692307692 -0.8703307692307694
5 0 1 3  0 19.33707692307692 -0.8703307692307694
0 5 2 2  0 19.33707692307692 -0.8703307692307694
5 0 -2 -2  0 19.33707692307692 -0.8703307692307694
0 5 3 -4  0 19.33707692307692 -0.8703307692307694
5 0 -3 4  0 19.33707692307692 -0.8703307692307694
0 5 4 -4  0 19.33707692307692 -0.8703307692307694
5 0 -4 4  0 19.33707692307692 -0.8703307692307694
0 5 5 -4  0 19.33707692307692 -0.8703307692307694
5 0 -5 4  0 19.33707692307692 -0.8703307692307694
0 5 5 1  0 19.33707692307692 -0.8703307692307694
5 0 -5 -1  0 19.33707692307692 -0.8703307692307694
0 5 -6 2  0 21.0584 -0.00816
5 0 6 -2  0 21.0584 -0.00816
0 5 -4 -2  0 21.0584 -0.00816
5 0 4 2  0 21.0584 -0.00816
0 5 -2 -3  0 21.0584 -0.00816
5 0 2 3  0 21.0584 -0.00816
0 5 2 -4  0 21.0584 -0.00816
5 0 -2 4  0 21.0584 -0.00816
0 5 3 2  0 21.0584 -0.00816
5 0 -3 -2  0 21.0584 -0.00816
0 8 0 0  0 5.176333333333331 -0.02770333333333328
8 0 0 0  0 5.176333333333331 -0.02770333333333328
0 8 1 -1  0 5.176333333333331 -0.02770333333333328
8 0 -1 1  0 5.176333333333331 -0.02770333333333328
0 8 -1 0  0 5.883484848484844 -0.1803212121212121
8 0 1 0  0 5.883484848484844 -0.1803212121212121
0 8 0 -1  0 5.883484848484844 -0.1803212121212121
8 0 0 1  0 5.883484848484844 -0.1803212121212121
0 8 1 0  0 5.883484848484844 -0.1803212121212121
8 0 -1 0  0 5.883484848484844 -0.1803212121212121
0 8 2 -1  0 5.883484848484844 -0.1803212121212121
8 0 -2 1  0 5.883484848484844 -0.1803212121212121
0 8 -2 0  0 7.789392405063296 -0.003636708860759495
8 0 2 0  0 7.789392405063296 -0.003636708860759495
0 8 -1 -1  0 7.789392405063296 -0.003636708860759495
8 0 1 1  0 7.789392405063296 -0.003636708860759495
0 8 2 0  0 7.789392405063296 -0.003636708860759495
8 0 -2 0  0 7.789392405063296 -0.003636708860759495
0 8 3 -1  0 7.789392405063296 -0.003636708860759495
8 0 -3 1  0 7.789392405063296 -0.003636708860759495
0 8 -3 0  0 10.110038709677431 0.001605806451612905
8 0 3 0  0 10.110038709677431 0.001605806451612905
0 8 -2 -1  0 10.110038709677431 0.001605806451612905
8 0 2 1  0 10.110038709677431 0.001605806451612905
0 8 -2 1  0 10.110038709677431 0.001605806451612905
8 0 2 -1  0 10.110038709677431 0.001605806451612905
0 8 -1 1  0 10.110038709677431 0.001605806451612905
8 0 1 -1  0 10.110038709677431 0.001605806451612905
0 8 0 1  0 10.110038709677431 0.001605806451612905
8 0 0 -1  0 10.110038709677431 0.001605806451612905
0 8 1 -2  0 10.110038709677431 0.001605806451612905
8 0 -1 2  0 10.110038709677431 0.001605806451612905
0 8 2 -2  0 10.110038709677431 0.001605806451612905
8 0 -2 2  0 10.110038709677431 0.001605806451612905
0 8 3 -2  0 10.110038709677431 0.001605806451612905
8 0 -3 2  0 10.110038709677431 0.001605806451612905
0 8 3 0  0 10.110038709677431 0.001605806451612905
8 0 -3 0  0 10.110038709677431 0.001605806451612905
0 8 4 -1  0 10.110038709677431 0.001605806451612905
8 0 -4 1  0 10.110038709677431 0.001605806451612905
0 8 -3 1  0 11.416787234042557 0.0032340425531914912
8 0 3 -1  0 11.416787234042557 0.0032340425531914912
0 8 0 -2  0 11.416787234042557 0.0032340425531914912
8 0 0 2  0 11.416787234042557 0.0032340425531914912
0 8 1 1  0 11.416787234042557 0.0032340425531914912
8 0 -1 -1  0 11.416787234042557 0.0032340425531914912
0 8 4 -2  0 11.416787234042557 0.0032340425531914912
8 0 -4 2  0 11.416787234042557 0.0032340425531914912
0 8 -4 0  0 13.0048 -0.001558666666666664
8 0 4 0  0 13.0048 -0.001558666666666664
0 8 -4 1  0 13.0048 -0.001558666666666664
8 0 4 -1  0 13.0048 -0.001558666666666664
0 8 -3 -1  0 13.0048 -0.001558666666666664
8 0 3 1  0 13.0048 -0.001558666666666664
0 8 -1 -2  0 13.0048 -0.001558666666666664
8 0 1 2  0 13.0048 -0.001558666666666664
0 8 2 1  0 13.0048 -0.001558666666666664
8 0 -2 -1  0 13.0048 -0.001558666666666664
0 8 4 0  0 13.0048 -0.001558666666666664
8 0 -4 0  0 13.0048 -0.001558666666666664
0 8 5 -2  0 13.0048 -0.001558666666666664
8 0 -5 2  0 13.0048 -0.001558666666666664
0 8 5 -1  0 13.0048 -0.001558666666666664
8 0 -5 1  0 13.0048 -0.001558666666666664
0 8 -5 0  0 15.474520000000005 -0.04800933333333338
8 0 5 0  0 15.474520000000005 -0.04800933333333338
0 8 -5 1  0 15.474520000000005 -0.04800933333333338
8 0 5 -1  0 15.474520000000005 -0.04800933333333338
0 8 -4 -1  0 15.474520000000005 -0.04800933333333338
8 0 4 1  0 15.474520000000005 -0.04800933333333338
0 8 -3 2  0 15.474520000000005 -0.04800933333333338
8 0 3 -2  0 15.474520000000005 -0.04800933333333338
0 8 -2 -2  0 15.474520000000005 -0.04800933333333338
8 0 2 2  0 15.474520000000005 -0.04800933333333338
0 8 -2 2  0 15.474520000000005 -0.04800933333333338
8 0 2 -2  0 15.474520000000005 -0.04800933333333338
0 8 -1 2  0 15.474520000000005 -0.04800933333333338
8 0 1 -2  0 15.474520000000005 -0.04800933333333338
0 8 2 -3  0 15.474520000000005 -0.04800933333333338
8 0 -2 3  0 15.474520000000005 -0.04800933333333338
0 8 3 -3  0 15.474520000000005 -0.04800933333333338
8 0 -3 3  0 15.474520000000005 -0.04800933333333338
0 8 3 1  0 15.474520000000005 -0.04800933333333338
8 0 -3 -1  0 15.474520000000005 -0.04800933333333338
0 8 4 -3  0 15.474520000000005 -0.04800933333333338
8 0 -4 3  0 15.474520000000005 -0.04800933333333338
0 8 5 0  0 15.474520000000005 -0.04800933333333338
8 0 -5 0  0 15.474520000000005 -0.04800933333333338
0 8 -4 2  0 16.434066666666666 -0.15226666666666672
8 0 4 -2  0 16.434066666666666 -0.15226666666666672
0 8 0 2  0 16.434066666666666 -0.15226666666666672
8 0 0 -2  0 16.434066666666666 -0.15226666666666672
0 8 1 -3  0 16.434066666666666 -0.15226666666666672
8 0 -1 3  0 16.434066666666666 -0.15226666666666672
0 8 5 -3  0 16.434066666666666 -0.15226666666666672
8 0 -5 3  0 16.434066666666666 -0.15226666666666672
0 8 -6 1  0 17.696434782608698 -0.023169565217391306
8 0 6 -1  0 17.696434782608698 -0.023169565217391306
0 8 -5 2  0 17.696434782608698 -0.023169565217391306
8 0 5 -2  0 17.696434782608698 -0.023169565217391306
0 8 -3 -2  0 17.696434782608698 -0.023169565217391306
8 0 3 2  0 17.696434782608698 -0.023169565217391306
0 8 0 -3  0 17.696434782608698 -0.023169565217391306
8 0 0 3  0 17.696434782608698 -0.023169565217391306
0 8 1 2  0 17.696434782608698 -0.023169565217391306
8 0 -1 -2  0 17.696434782608698 -0.023169565217391306
0 8 4 1  0 17.696434782608698 -0.023169565217391306
8 0 -4 -1  0 17.696434782608698 -0.023169565217391306
0 8 -6 2  0 19.346142857142862 -0.1525857142857143
8 0 6 -2  0 19.346142857142862 -0.1525857142857143
0 8 -1 -3  0 19.346142857142862 -0.1525857142857143
8 0 1 3  0 19.346142857142862 -0.1525857142857143
0 8 2 2  0 19.346142857142862 -0.1525857142857143
8 0 -2 -2  0 19.346142857142862 -0.1525857142857143
0 9 0 0  0 4.262833333333331 -16.725149999999996
9 0 0 0  0 4.262833333333331 -16.725149999999996
0 9 -1 0  0 5.088050847457626 -0.11100677966101694
9 0 1 0  0 5.088050847457626 -0.11100677966101694
0 9 1 0  0 5.088050847457626 -0.11100677966101694
9 0 -1 0  0 5.088050847457626 -0.11100677966101694
0 9 -2 0  0 7.207873684210532 0.002566315789473689
